examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0003f0 00000014 t react_main_region_DEBOUNCE
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000404 00000010 t enact_main_region_DEBOUNCE
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000414 00000012 t enseq_main_region_DEBOUNCE_default
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000426 00000010 t effect_main_region_NO_OPRIMIDO_tr0
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000436 00000014 t react_main_region_NO_OPRIMIDO
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00044a 0000000a t effect_main_region_OPRIMIDO_lr1_lr1
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000454 0000001a t react_main_region_OPRIMIDO
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1000004c 00000018 b statechart
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001cb8 00000004 t InitClkStates
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001cbc 00000074 t pinmuxing
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000890 00000044 t Board_LED_Init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0008d4 00000040 t Board_TEC_Init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000914 00000040 t Board_GPIO_Init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000954 00000030 t Board_ADC_Init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000984 00000038 t Board_SPI_Init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0009bc 00000024 t Board_I2C_Init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001d34 00000008 t GpioButtons
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001d3c 0000000c t GpioLeds
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001d48 00000012 t GpioPorts
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000a3c 00000014 t Chip_SSP_GetClockIndex
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000a50 00000018 t Chip_SSP_GetPeriphClockIndex
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000000 00000038 d i2c
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000b70 00000014 t Chip_ADC_GetClockIndex
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000b84 00000032 t getClkDiv
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001d60 00000048 t InitClkStates
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000da4 000000a0 t pll_calc_divs
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000e44 0000010c t pll_get_frac
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000f50 0000004c t Chip_Clock_FindBaseClock
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0011c4 00000022 t Chip_Clock_GetDivRate
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000064 00000008 b audio_usb_pll_freq
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001db4 0000006c t periph_to_base
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001330 0000002c t Chip_UART_GetIndex
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001e20 00000008 t UART_BClock
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001e28 00000008 t UART_PClock
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000038 00000004 d ClockSpeed
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0014e0 00000034 t gpioObtainPinInit
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1000006c 00000004 b callBackFuncParams
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000070 00000008 b tickCounter
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000078 00000004 b tickHookFunction
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1000007c 00000004 b g_hUsb
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001f1c t __init_array_end
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001f18 b __preinit_array_end
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001f18 t __init_array_start
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001f18 b __preinit_array_start
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000fe8 0000001c T Chip_Clock_GetDividerSource
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000048 00000001 B SysTick_Time_Flag
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W TIMER2_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000184 00000002 W DebugMon_Handler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W RIT_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a080000 A __top_MFlashA512
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W ADCHS_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000114 T __section_table_start
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W FLASH_EEPROM_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W I2C0_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000a34 00000008 T __stdio_init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00017a 00000002 W HardFault_Handler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000000 A __vectors_start__
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000c2a 0000000c T Chip_ADC_SetResolution
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001868 0000002c T SysTick_Handler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000752 00000002 W initialise_monitor_handles
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W SDIO_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W ATIMER_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000186 00000002 W PendSV_Handler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000178 00000002 W NMI_Handler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001f24 R __exidx_end
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000150 T __data_section_table_end
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W I2C1_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W UART1_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W GPIO5_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W CAN1_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:53ff713a A __valid_user_code_checksum
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001f24 R _etext
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000564 0000002a T mi_prueba_GetStatus_
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000498 00000058 T mi_prueba_runCycle
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W USB1_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W I2S0_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00070e 00000044 T UpdateTimers
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W TIMER3_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001266 0000000c T Chip_Clock_GetBaseClocktHz
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W UART0_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001a8 00000012 T bss_init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0006bc 0000002e T IsPendEvent
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0004f0 00000012 T mi_prueba_raiseTimeEvent
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W SGPIO_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0006ea 00000024 T MarkAsAttEvent
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00195c T __aeabi_uldivmod
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000098 ? _noinit
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000090 00000004 B SystemCoreClock
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00135c 00000054 T Chip_UART_Init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W ADC0_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000180 00000002 W UsageFault_Handler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0012e4 0000004c T Chip_Clock_GetRate
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000510 0000000c T myTickHook
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W GPIO6_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000818 0000006c T Board_SetupClocking
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:20008000 A __top_RamAHB32
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00198c 000002d0 T __udivmoddi4
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001d30 00000004 T ExtRateIn
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W IntDefaultHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000300 T __CRP_WORD_END__
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00046e 00000020 T mi_prueba_init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W GPIO1_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W SSP0_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001f1c R __exidx_start
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0002fc 00000004 T CRP_WORD
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001c60 00000048 T __libc_init_array
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W ADC1_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000a04 00000030 T Board_Init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0007de 00000002 W _init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000114 T __data_section_table
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W RTC_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000098 B _ebss
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W TIMER0_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000754 00000088 T Reset_Handler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0017ec 0000007c T tickInit
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:20010000 A __top_RamAHB_ETB16
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W SPI_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000b34 00000038 T Chip_I2C_SetClockRate
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W LCD_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000f9c 0000004c T Chip_Clock_EnableCrystal
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10008000 A __top_RamLoc32
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00018a 0000001e T data_init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W TIMER1_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000b10 00000024 T Chip_I2C_Init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000656 00000032 T SetNewTimerTick
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W UART2_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001158 0000006c T Chip_Clock_GetMainPLLHz
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001e30 000000e6 T gpioPinsInit
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000a68 00000012 T Chip_SSP_SetClockRate
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000508 00000008 T mi_pruebaIface_raise_evTECXOprimido
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001792 00000016 T gpioToggle
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W GPIO2_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001240 00000026 T Chip_Clock_GetBaseClock
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000048 B _bss
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000bf8 00000032 T Chip_ADC_SetSampleRate
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000534 0000001c T mi_prueba_setTimer
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W I2S1_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000a7a 0000003e T Chip_SSP_SetBitRate
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000b6c 00000002 T Chip_GPIO_Init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001d5c 00000004 T OscRateIn
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000098 ? _end_noinit
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10008000 A _vStackTop
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W SSP1_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000178 T __bss_section_table_end
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001514 000001ac T gpioInit
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001c5c 00000002 W __aeabi_ldiv0
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001894 0000001c T USB0_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W GPIO3_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W SCT_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001004 0000001c T Chip_Clock_GetDividerDivisor
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0002fc T __CRP_WORD_START__
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001ca8 00000010 T memset
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00017c 00000002 W MemManage_Handler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000590 000000a4 T main
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W WDT_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000688 00000034 T UnsetTimerTick
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:2000c000 A __top_RamAHB16
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1008a000 A __top_RamLoc40
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000182 00000002 W SVC_Handler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00048e 00000008 T mi_prueba_enter
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W GPIO7_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001274 0000003c T Chip_Clock_EnableOpts
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001020 000000b8 T Chip_Clock_GetClockInputHz
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0010d8 00000080 T Chip_Clock_CalcMainPLLValue
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00148c 00000038 T SystemInit
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W SPIFI_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001924 00000038 T delay
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W QEI_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000150 T __bss_section_table
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0016c0 0000006a T gpioWrite
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0007dc 00000002 W _fini
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000bb8 00000040 T Chip_ADC_Init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000094 00000004 B g_pUsbApi
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0007e0 00000038 T Board_SetupMuxing
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0013b0 000000dc T Chip_UART_SetBaudFDR
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0017a8 0000000c T tickRead
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000040 00000008 D tickRateMS
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W ETH_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000000 ? _end_uninit_RESERVED
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000080 00000010 B ticks
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1b000000 T __core_m0app_START__
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W CAN0_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000634 00000022 T InitTimerTicks
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000000 D _data
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0017b4 00000020 T tickCallbackSet
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000098 B _pvHeapStart
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000178 T __section_table_end
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000ab8 00000038 T Chip_SSP_Init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W GINT0_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W DAC_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0009e0 00000024 T Board_Debug_Init
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:10000048 D _edata
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000502 00000006 T mi_pruebaIface_raise_evTECXNoOprimido
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000af0 00000020 T Chip_I2C_EventHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W M0SUB_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000c38 00000158 T Chip_SetupCoreClock
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W GPIO0_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000000 00000040 T g_pfnVectors
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000d90 00000014 T SystemCoreClockUpdate
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W DMA_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W EVRT_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1b080000 A __top_MFlashB512
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a001c5c 00000002 W __aeabi_idiv0
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000550 00000014 T mi_prueba_unsetTimer
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00017e 00000002 W BusFault_Handler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0012b0 00000034 T Chip_Clock_Enable
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W UART3_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W MCPWM_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00051c 00000016 T mi_pruebaIface_opLED
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W M0APP_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a00172a 00000068 T gpioRead
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0018b0 00000074 T boardInit
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a000040 000000d4 T g_pfnVendorVectors
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0001ba 00000002 W GINT1_IRQHandler
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0017d4 00000018 T tickPowerSet
examples/c/sapi/statecharts/6_mi_prueba/out/6_mi_prueba.elf:1a0011e8 00000058 T Chip_Clock_SetBaseClock
